,A,B,C,D,E,F
558,43861.73982394542,75486.65532553467,60293.34388966992,55216.839037068596,26666.562712013183,44151.03466082126
559,47422.5273242329,46002.08959935213,33835.07115184118,46134.64228490077,46892.498759563976,66834.99325999022
560,46124.74831506926,43262.52908838709,66870.37265457882,49612.4367158797,45415.84318305634,48490.04349862941
561,63441.475309260684,44411.170371458655,40647.24221764604,46925.283405738395,60020.83635330133,67730.87556625254
562,48365.330148615874,34874.53624530882,51303.47894309614,54403.72161142368,76372.31136391498,66166.0843281267
563,48069.62852207297,58552.13416722251,51095.36541497858,53097.14681713734,26898.49415022429,44596.51750408177
564,48048.24878747332,40277.06755049978,62757.97369023409,36270.41031287582,34689.73794196793,48057.79311746513
565,48638.58498152236,51730.431797561825,47407.67969478849,50540.29046616479,57170.89939352211,46513.017926876
566,31646.13972776956,46778.57841100529,42713.43275531946,37899.29531269479,41497.9920258108,55443.241742492515
567,40834.85697003934,41923.156441407016,51418.45962761197,53721.09212375761,36622.4973704466,60789.1128572335
568,45574.171416934914,47228.59245269546,46465.505229088994,40030.309781284486,43708.17472826765,65160.64204479704
569,43512.24551101457,53471.371668360414,50002.40526464473,59886.8923230646,43439.813016300366,61412.46399236625
570,60816.280067194035,51340.373786240234,31087.939821771444,51956.976251457934,44348.464305750036,51760.350437436035
571,46543.47131426953,59869.0214615153,50910.61826403845,42274.941566528825,52252.26638214026,60354.216274375685
572,59823.994479032066,49670.97394348208,45167.57619393792,53126.70660002452,54852.52600208381,63912.02637590832
573,38301.61914871019,50777.73594481465,32677.623225407842,52404.926941989615,40746.44681940726,65387.07802732445
574,55276.72194317421,59179.14314803762,42209.55024937508,36385.567408457915,53161.20896744426,70665.51090431755
575,48939.59205324484,49537.37987379868,48005.4109215252,39151.504647280264,51952.201092143194,59091.25528314014
576,57217.03922886747,54751.465901478085,54990.30406771649,50412.256878540305,61819.84006715754,70776.43608801416
577,44941.07767424335,51381.602337428674,32168.860038559003,38912.61986367771,48441.84066704828,50923.65854850854
578,38684.81036921574,42309.26762355126,38020.833248993564,67082.00434148032,50286.87881773005,64073.103354028804
579,35906.12845266391,63544.74980616951,60463.54170814957,48603.180737775256,49363.79423720548,41095.34672179554
580,41551.064518159954,33331.35408828448,43212.27442152656,45508.42241368721,46467.04246734202,44864.32865602388
581,35942.578943247936,52582.43178550774,36707.633674312434,49839.302341714756,36942.9369612184,48318.63679604619
582,45437.282785207,44699.55788264543,48824.82703240309,54657.97248775626,59363.301284043584,71489.87861727232
583,59753.85153222186,54399.204925178645,45615.1609794077,50696.27409960017,35468.24173685768,81143.60025093464
584,54246.095962284584,58820.733738602954,55702.50892774601,44076.70060399092,61633.13679185533,51231.070602871594
585,68376.08036934792,57483.99960354559,38237.19992410347,41090.11325246866,51287.51553316704,74553.82734867839
586,51855.97799015588,60207.87752586596,47014.33090689849,38905.042190966764,53636.87551467722,59981.625222905815
587,54323.22715364913,49370.86786697625,46299.203557808905,37850.51247384831,46754.32526492506,47354.946797846525
588,54485.79913599507,43387.80415696539,37298.15676521377,56428.05438393597,58067.114493698115,63422.31408247414
589,46140.96239924514,65753.56973908881,37720.7543082415,47022.84300354419,49559.09123984756,36413.79657001738
590,50760.16277484472,35326.02435893261,59433.82528757767,58018.92014061121,46058.111229168,58001.62447602593
591,51397.068065700805,64330.84629585934,65393.97406802655,39878.11279081006,46724.744166650926,51579.602716693305
592,49604.92055869344,80197.37131266313,42484.278796960294,50681.64274796683,57159.82700360945,53639.63425539048
593,46521.67330625535,54556.724364937654,47219.72740351542,42968.09899524455,51918.93345174796,52677.86801746545
594,59279.56284869786,70875.13510436624,31687.28085764488,72156.76680805424,42251.79950345402,48726.81017509754
595,40375.282037318764,59375.99298996377,29861.04404293335,51970.398661587125,46800.395183640634,61900.281425278685
596,42584.75842449182,44320.2691729839,41907.24952308835,49237.92553493472,72299.53209846374,53459.327548035835
597,46804.81563355831,57001.76963726889,48405.27922980565,34965.85839857097,47874.18132869468,40208.44057597924
598,44982.89779310371,51206.04492536114,68308.94477852975,21371.848521107528,59595.064271384355,58051.62876355861
599,55293.725780767025,52698.04007790083,54141.515680102544,26997.6153404357,61243.00624954162,57253.531155165074
600,48945.370391932505,55916.77392988551,55551.17821146637,55771.16456076125,58528.74726465426,58312.720956609366
601,58321.934957321835,50078.37297188177,58556.480381332556,45113.821105726354,49593.17194975708,46515.10157622399
602,64087.97851793071,65582.63574629315,49309.464369557245,47218.75800619784,57537.79243036986,64769.10615055066
603,53050.95146346926,70949.57089068693,34119.87400665859,65712.44067746912,18811.645525325002,57694.460180553884
604,62633.61768461299,47465.62253476352,39105.736789991875,55640.84522414697,51696.4353647619,48878.95950090669
605,35909.223559817074,42752.3423000876,47964.58939358024,50940.32214267534,63694.208047132284,47258.74640830107
606,34111.987732154594,41423.14845133529,45127.75529164301,61288.48659575217,36780.77716492304,51596.64327564255
607,51585.48867485575,59687.33077547174,34976.295688475526,42421.487759915,39885.84075574475,66207.95284493182
608,48752.98859875231,38715.25048852539,59301.7759201868,58196.06046042158,38301.55028256138,42545.902467227585
609,46718.643141467815,45477.36326982629,50986.84708501092,35580.50054936398,71408.58363719593,50874.1806547283
610,46849.090673902385,53394.5880916255,56997.4431474911,43235.9926267365,46353.95271968369,48905.48031901774
611,52058.07446171089,45686.081393490094,38408.336888048885,57409.021734062575,31440.598133544165,59993.43470861786
612,57726.3673695974,60733.42879455282,57854.38864531628,44299.431521189916,55000.152237672955,41992.22308301417
613,32415.96990644887,58879.357908956656,43572.03750006946,45910.98657566802,46993.44244594652,46155.44292048724
614,56463.23046158432,68646.02888635146,54962.191126707185,35299.8218422222,71272.8704654038,45846.49696448018
615,34585.273509108774,56593.953731794296,57349.08972211352,44725.96601755153,21470.226428574366,72093.71271212318
616,63093.41674024189,42441.45876280201,39799.59528536952,49855.59956738889,53477.79082582071,46499.571624757526
617,56103.29221872042,54680.72913009931,35784.68563907435,43529.65586565796,54824.0497176947,60933.536607691305
618,44683.2509369442,45523.037334219625,30911.65346254924,46998.86211902659,50811.90582595268,49048.821025861005
619,51666.77563981807,76982.70535595116,44156.9474621306,45633.76137100594,63151.57682260574,51292.991561792165
620,38880.084109544056,52370.76341168395,49089.216020013686,54485.50342709385,54776.434580713634,54834.927029894134
621,51643.63028206858,48605.756874406536,61938.41498575375,57172.75934221312,47716.310546293265,48153.08851541007
622,39635.23734193581,69780.52663921467,23228.173105394882,49201.38211845719,61028.149881362566,70003.61501857644
623,48948.93203484136,47298.11841308374,55284.84004583733,57489.743341478286,51789.11526226931,55214.69550961394
624,47318.47521522566,47309.41188438719,62069.91418821446,38339.69790348177,50138.80871169596,50304.99268037863
625,39709.96342294803,47878.784464278906,49621.334780418714,52798.8362012015,47198.6100264408,65641.30900499044
626,38585.48396205234,58300.94066692173,48126.870006207624,49974.58732765929,45196.462389097695,47692.29498550687
627,38802.973508750816,54972.700500549145,57551.462890226125,59419.05685508523,42430.190310958016,30488.349770317465
628,54382.40153917779,53241.134085560276,43432.232569827764,53466.75098431228,42081.996610016984,39389.33565152153
629,32874.26593661014,43207.4613524396,47405.9746203449,65303.2397375482,48787.84049738676,47076.57689057868
630,39989.36921030449,42702.55536044319,40464.60365065125,39648.94484458849,34650.96250686777,60099.80314042928
631,40052.94600873222,73307.33666616333,45459.140515175815,42922.54193421875,48753.37993870692,57726.91045216672
632,68174.15192959257,53303.79385860145,38791.61920423395,71421.56547448545,55427.60838131333,63263.20813696807
633,33837.85813803655,62374.79537300744,60153.77666162838,54556.65639377797,52099.89829727249,72966.38517173387
634,62518.64223052637,62991.04872923548,61705.268629975435,55075.52123910717,47597.52720501392,32303.47371112011
635,53167.61674880527,48733.93507057354,56578.45661385855,53998.27733044172,47615.44024672996,57442.12664009056
636,50787.86491343551,62880.09095611367,31310.748775354677,41939.43865835844,53060.03033892915,58008.40038867444
637,39229.129681178245,56037.89207073164,60210.06571326169,50370.88842896708,55454.56545257284,49570.873677092975
638,26927.64744944034,44284.571434911835,42692.02665407999,54444.106360722406,64993.35337279484,39018.26903325471
639,61883.89229767484,65296.689324905,44138.17119480698,55056.59579397274,43867.54695932453,62858.99984561741
640,48918.56871727062,56875.195808262215,55376.498999442505,40816.63603919755,46221.62604408033,71434.39054350715
641,60616.34325996742,58950.37402774883,49694.88584825558,53573.50349718695,43564.46129389727,53291.25549440163
642,49724.99421941463,40727.79581761529,50266.15119379156,51486.507655308924,54043.12723045362,59005.44036180301
643,46110.93792597415,42222.51744633178,33054.8845042932,55880.46750678458,45029.68377583479,66094.90770057576
644,50851.12751210853,56610.63319511406,46725.8370125227,56724.14156126062,53407.50202767965,45550.96478053785
645,51642.568193973675,55391.81989239476,43729.80832493983,53212.08018037705,57212.12004041479,59390.84715308359
646,56901.75338223485,50793.449359705206,55566.72388971251,45248.288944227745,51288.055608040704,60590.16671872482
647,39017.90982169092,27715.70340145363,45017.01082468009,48944.310596289666,49334.93300331407,51563.48447799494
648,60706.225950579224,51347.577087793885,58771.64292783903,40977.31120363127,61748.70052191522,48763.825731868135
649,43394.74880547785,44090.34544539681,44243.995892146275,52084.12801813518,43955.31784157844,43281.91662548168
650,49438.00234008293,48292.568553257595,32782.222027248776,50561.13949143373,60674.56047433928,55573.15593851142
651,46486.10671287234,46671.776880010264,56254.70271830996,43964.655630278794,48552.97257137503,52510.2029610148
652,40766.82853389802,53405.734792745054,37858.34083252613,56617.41905556239,58833.022843401006,49335.27340140837
653,45620.67858693497,54264.19909012901,51012.55987074786,44771.126951467566,56279.70878787472,53337.81961750644
654,53102.7933930617,52653.63252092129,36365.22716352304,49504.734024692356,55545.88841835047,57738.97445613676
655,50909.591468730156,55790.943095238596,62492.57037896341,52079.32371048527,54172.58317921628,52837.29327610897
656,53733.577783133296,44270.18912043674,40120.38548006918,56573.7463254799,56311.97639904757,51788.30293200231
657,28062.471184803104,42733.89964718789,32892.34423889963,59725.395554356866,50670.5966036692,60249.5496238428
658,50798.894787544574,24905.82967628502,47320.37853811107,38050.86688046826,53656.5633209976,39285.99335101638
659,37665.585633967006,55704.7146849354,50656.09077563094,45560.74940519159,48175.05502662893,55777.6135518178
660,43715.556529543035,58079.19010241197,52171.00451859898,54405.26189329594,46192.33451765059,74913.41921601165
661,31859.775480335677,31595.880069883904,47902.537139475564,47940.63931065326,55728.98084687764,61626.09616683703
662,57598.16077401608,47876.060176174,39652.81253703485,63666.51432002593,44363.716828549455,60500.755212561635
663,57661.753830761445,55287.97877909469,54504.568082512764,51085.614178745476,37498.64710097195,47644.27550254831
664,59474.66599276577,32028.354720576517,42136.93446577371,42366.036179607196,55009.11282271589,52383.38942737566
665,52099.80251735708,36387.133197870215,45402.44084201644,35761.664703464674,47642.4403706094,41681.70739861968
666,54534.9370115285,56561.33506338566,59442.35802210399,52448.10698421592,46736.39481392792,53290.59821726982
667,68016.87995772337,60131.027723333646,36392.12229017447,54744.89295518998,47785.19777748604,61790.26058947042
668,56101.75211540882,42526.092831067814,57378.382602653815,68203.67023812805,40483.667854884516,52313.353043186275
669,58055.06883130959,50523.13215809315,57797.318990742024,42864.026625230195,60720.7400009313,46041.81879345118
670,42508.878828029585,67063.78969009979,48298.14881059551,55794.72365388318,47977.25336312773,52550.09429107547
671,63627.99888175239,60185.535738422375,27143.556600362976,54477.533430387004,36099.161174641056,81757.20345409664
672,52571.071358139474,56756.03836274255,43193.87432607086,51867.03776805673,40288.08197944905,57546.507634305424
673,23865.84977800537,50153.03100202418,67567.59600914156,43437.200685943644,38343.605877857044,56561.29343542162
674,58942.00827709659,65394.158805678075,61178.86609013939,56003.321736189115,58331.19274907475,47878.92494653843
675,48929.157336127304,53315.388600946404,31313.094604348917,45977.38065246843,53297.9536042803,34749.84721518285
676,31708.86277610589,54715.24893269479,52862.58551549679,46728.159674497576,59317.21169574432,62343.573384052106
677,58172.08750421638,52105.703686807756,38876.99069982281,70832.17260390143,34623.94361422972,52732.61173931662
678,50619.16399078607,52506.51648883662,53575.12827291919,39928.53050223322,49824.88857502865,51087.72586138061
679,53825.654972335455,42193.66255938566,54437.62066893754,59827.73171380519,41831.280823229696,45578.34208060084
680,55297.92407742333,58043.829215020116,48415.019091429516,34385.30466676227,47304.90411618903,60652.95526190126
681,52111.044568207566,77770.67864211893,41815.428244393624,65474.96055987633,34736.346156377476,59660.01347512848
682,42270.7716277083,50468.55349601605,22231.307452596426,51813.38327350205,39706.926738753114,44334.90034907399
683,52122.71634658572,55774.43294903124,46876.73979031524,44869.474573858985,46551.660334845685,60658.42358286144
684,64664.506426735585,45858.66577511207,43784.80056857021,39165.71400265884,51253.41775578202,57778.57469567095
685,49934.40341754911,62224.26103419585,38435.91256259487,47739.44392267836,46457.51028973029,51437.3043964871
686,37447.41053869818,36813.070693823545,50309.13109543755,48106.71126383258,54091.846731379235,47642.37814542465
687,65813.97036111559,57525.5428468267,36116.13666079405,52446.99652663067,51789.0714046713,62277.554940495356
688,50385.93424223315,53071.993699354316,42830.96398193225,62777.01184182607,54603.77430341223,49624.42205722628
689,36767.683257819575,42357.18957863822,32659.527929252243,58814.44141898628,47840.8382501278,66628.33660115194
690,45509.69046203887,53596.72715047264,27616.942757603814,40564.126380946895,60331.46775388604,55724.050405805196
691,36120.41967512814,74201.91966240421,62991.593065817346,50368.18604260377,28948.095044485566,30028.741537286835
692,69712.57872705287,45285.89978337696,52670.389822507204,58155.47803682398,43491.703316332096,72855.02358949868
693,45490.34458567714,45201.726897200264,56637.76716594797,55159.54121040018,57337.28428274331,64653.67838803616
694,54221.64268809169,47370.88994078048,53599.045675710986,66546.61145819555,58856.583721181545,64443.58669457266
695,54825.17668448434,66378.13115419859,52904.49753137781,67556.5111296176,42012.2615264847,80787.9372421427
696,71027.66343413618,36504.09449511199,47329.27519684611,37999.840604806916,45227.36362729978,59781.79352662958
697,55175.735342402644,46490.46720805249,26447.741088588606,49589.49863399499,43186.84370593949,53892.64200694814
698,76276.06933687575,55542.05755609325,59036.43344750344,46323.07100065279,41730.571784651846,55772.42926091259
699,55766.85946446731,56606.5037591912,55004.002880328284,33473.10527162273,45784.9730627452,52085.068156758556
700,33201.330614853905,38383.39998738515,48245.28991534322,68702.04566473156,35063.375623017746,27637.39144169558
701,54609.687060835786,35488.63616825754,68859.67835842184,31462.787548117783,59077.15126901548,65686.52897367308
702,59053.087494301944,64588.21753393443,45567.40313520097,43923.046849766906,39074.92571554016,63056.58385786281
703,62278.54354620795,33538.39250938642,49647.362034858714,39613.519411546324,54617.514841101816,57020.90130674572
704,45716.159297125865,47478.43054234572,38489.4442242067,57657.36499240633,53248.92045306588,46222.435125234326
705,35203.98090944113,39940.56291874071,48452.03850676058,45025.529082871995,39737.21750343753,56514.873846258786
706,63518.1541505589,46483.94621439831,59753.6380004471,54884.98419664881,62592.626634954446,54575.95347114248
707,42848.13123116962,45364.5028247373,37462.744796845676,58538.735619832645,51060.77463847924,50197.76725377599
708,50043.50613929465,57629.51812502389,42313.561577539454,59284.90146702707,42515.65146870576,73357.311350403
709,45161.88157490288,56341.861252945644,57181.916300046054,54196.910932127474,50195.74836592334,43157.266491579605
710,69929.95711031175,39699.70866906436,35697.647999377106,56990.50477129926,69203.24856963419,31325.936338360334
711,43571.24693940232,76124.11442117202,58937.42815017542,50243.46387107979,46222.0618134937,62201.629057493075
712,45358.851728444584,43223.77409974972,47923.28927449289,43675.57753894535,62360.5196331618,50543.536244199924
713,38892.93183525764,48709.86804196956,46502.602840668216,49169.045189394754,50374.16736446403,60771.414634027205
714,73761.19275000735,62408.476313103296,53830.820329963804,62976.707314245985,49422.02236630605,66325.58323599191
715,35285.30474655698,70600.9742910147,41827.47179781445,51975.69085328545,42929.29487584578,60107.44722806027
716,55302.885629880024,43826.07234002227,66027.16708599331,39314.856803117254,38148.87678027749,53302.151200065324
717,48828.51301274407,66628.6037513801,27936.628013334765,65418.619667090556,43432.56066597796,29241.077086632416
718,39437.77253021072,50631.71408710874,49219.913725630344,59301.87957578608,45633.9573971582,51302.357526625885
719,61423.11459348791,56477.902995438824,50321.6845069513,38051.86230160477,55591.61899336965,47124.00672950563
720,51613.04949892764,39967.98443076315,46968.04649314692,28391.816187133463,36708.6032045512,54142.7791325283
721,52469.91154916663,49951.166480419066,36913.30686458727,46508.16920714264,56435.70698644593,61842.50505332069
722,62901.48619140363,41876.226484033716,45560.23643511292,40992.44692278266,59751.66383491285,41260.9429299366
723,65251.07797437841,57747.72344810733,31235.979418351493,52413.66394843812,46607.38187128695,44765.57783677931
724,49821.081029562134,73059.33484791791,41043.040537000925,48590.92547123783,55874.67686419588,42236.16204555849
725,40136.177245721934,54484.561013581726,37820.75368204996,72380.04817630068,39894.438171297435,65803.38371163096
726,53799.450774984405,58095.73162091856,47360.3159683853,56998.34187607783,42466.731430990985,41763.138021825216
727,40263.67399369566,57779.564411779655,42234.60913933364,58778.80082222706,47992.570220959664,63375.361422779824
728,51664.96470437185,56927.360445185426,47040.989588680495,64070.202639915,40008.75715382299,52421.43157485309
729,43357.30760232267,55323.73534056272,52513.41269085651,69925.19467730536,45200.77775779495,52363.626413059894
730,60532.34048603821,66766.86602087115,43190.54017362515,50199.383546665806,54562.20302107866,66137.16630166871
731,55734.328495093476,51392.62643218929,28688.625190106723,43534.98286577439,43207.469564688006,66676.54230855561
732,48986.893092216655,67989.4991339022,43597.80470498747,14277.07423123072,47519.405733428895,56372.54090723661
733,46973.963877206326,71604.07469445314,58157.11008577558,63629.45963364396,40323.92560753241,76622.38219732775
734,53488.86486211808,51511.81757067724,65135.46570524204,56994.81879737671,46683.25434508374,60792.71067116216
735,44288.36154220833,63487.853605200806,46547.672946613515,67962.86480507716,82681.27862425917,66170.29219075244
736,56211.42849815018,37072.93143157838,33876.42365257995,41388.49591409323,38153.847301879636,52046.55616888543
737,44085.78286605797,60273.79331349098,45469.68647290437,62466.498408439315,43876.186243940916,60535.135866975965
738,43671.05155977669,50904.62871845268,53902.12811923311,50939.609404778086,48579.04656110981,43543.61312939128
739,55798.899536729834,64410.153758556065,60645.74938200535,48082.773664481174,37311.054722879344,50119.93024035837
740,34723.706289692585,38397.00896423795,36587.260578065965,65662.3389715135,37533.86996367349,61105.31173602083
741,52685.95591216297,65062.28052000566,39321.61076414853,46499.5017251947,34546.00471075532,52484.920333736125
742,54341.37906252184,58176.6144537051,52802.46891122598,38323.040983390754,43206.671110347335,44810.09309696739
743,61251.71011768046,46563.113525312976,56418.672259884675,43301.14710816613,54983.95024117889,48244.6839398058
744,27954.8660131831,65133.56442838918,44986.62761189098,46333.590009113184,52615.56381284568,38740.533640097296
745,53129.663357275276,61311.73312723315,52318.547234920574,44197.99586179134,59010.68109695342,41938.238135778556
746,59479.70823942804,50672.36265742966,58530.914771848955,37750.71555047192,51382.062825195535,54056.313687419606
747,41994.34492652826,66735.63363903854,45370.42067777683,61175.985067486836,60234.72185322722,87403.13012103102
748,68740.22693710095,60552.52097206392,45033.896776397465,47137.788723150574,32702.193277882518,70403.83149105779
749,47633.29838402671,45108.81753315883,46720.02435020873,46672.420711090876,51224.43465115487,41364.74432614106
750,48229.873473145264,61039.6655337449,42166.068748654725,39892.868792878,44184.37240056148,57525.54207410482
751,61205.27988305956,42076.63861972502,38750.60722771332,66595.67605729318,38200.62166563899,58943.77199174846
752,54695.313356961204,59726.37832691904,49935.976591060935,23926.175567117378,52344.18811672543,55918.032422938784
753,56072.37793453177,55964.470218981915,44880.84410485907,49690.14880561178,51987.508340907356,49568.744295875076
754,40889.778288178335,64847.98224429584,56413.4236213486,52403.88315176308,38849.43563659728,37701.730462551146
755,45676.23577613568,55687.05381575918,60404.31607313962,58343.85463540195,50078.897932503205,31462.821497372504
756,54582.65376586457,60752.981627647314,50976.82951311808,39159.71852233111,53700.077668745485,55124.879466754544
757,38895.1762896161,45200.72104071867,36068.57512494484,63779.777009548954,57529.53248128577,63337.31534231144
758,45252.058312506575,47437.53689691162,21383.828292317696,27168.33033192723,48203.23944751662,65444.58042770942
759,55890.82483525338,67494.56428741549,56984.7945364662,51715.40961131398,55016.74866475042,50131.205683223394
760,54259.01071302851,34711.33333910465,48290.25702405955,33609.55932808171,42973.51706280695,59094.86560706284
761,47818.60811673644,47942.05668511072,44044.47766722948,41679.78327533123,57611.826091928124,70782.9405729596
762,53221.327586913874,70545.96175197716,40888.62364732354,72538.81844072446,51358.77321499679,49999.27837771114
763,43186.997526996805,61199.16492043037,35742.01721100566,44316.83194005124,44208.34030006051,52937.36076407769
764,54983.9759762642,11719.121262779547,37281.08512704729,55840.9886405921,45752.24269075435,66647.32895592913
765,22970.320742648553,59859.33770418094,55856.76981797676,56177.86641115772,32575.645154058486,38296.27153964765
766,52964.2245080858,44983.32027358865,43769.29223616024,53058.19335670603,51032.32530250648,66891.16645495914
767,59949.923913026796,58437.32975030612,43196.78319863641,55934.63814448369,46684.78116298079,64345.589569218464
768,41324.174312072995,60346.34717996669,40497.9064543377,67565.24079987196,68650.1056345111,73379.08399065222
769,57426.57657820602,44784.0331211589,57144.28862208038,60860.09588188735,59293.44010553568,54407.805714246584
770,37565.60984982304,55140.84200429603,46784.54767359284,46562.433020443845,58499.10943312478,53880.35932918466
771,59009.6029244985,40344.33187854884,42343.18741541197,40331.6793236675,51829.78838597425,52465.07310445614
772,48564.65860736299,57318.43140446069,35015.72801154741,55692.29584504455,68299.92283809432,63717.961149840965
773,53492.07755640024,38114.608581800116,49869.129050822696,56634.3135173263,43182.55724832983,41901.72228918279
774,44171.07172492783,58771.00955527127,45845.916614633,67927.0003063858,48499.2438547184,47789.156182991646
775,41363.92838707894,63380.67554816178,54109.70581732157,48082.8272704788,46650.90000048306,56174.01829672961
776,62559.9579824379,63805.21733034163,58480.46938927022,45182.97134655738,44259.55147927794,59550.55379310241
777,33434.83977857763,39462.80189816949,46888.13062972138,36783.04201344986,55820.56668914812,66338.60764999861
778,43263.94033816965,37483.987852857026,56220.134330871195,49946.80358250006,48141.66763580877,42134.76971303273
779,61345.62915265305,65357.74131750332,47717.86144537595,49756.83417946937,39335.35470626537,55601.06709523939
780,47032.26214467392,65433.432310622404,47585.451596821105,42950.16681775374,48493.52728264906,66059.97186777683
781,41777.95221287884,46244.775582530136,53731.62982106459,31039.303249096432,47165.89744536352,53720.47475713388
782,52307.00687995689,68055.20087239494,44603.32673103005,38896.25613030553,36165.59048560962,41674.52710533023
783,66016.38474329362,73355.05033247602,43066.0578620389,49866.03855714013,44263.48580928949,53513.97680321439
784,36356.63648263057,51354.444824051636,24413.042549906568,35958.207408303635,57541.22052087075,42513.460566967915
785,48389.83555372899,54524.90049954447,42313.45532797784,57146.108700147175,52775.56146162358,50565.62392442509
786,63355.65464724398,42002.59402083891,64865.41884702297,43352.51617142302,44809.25608939338,61149.37973806615
787,53877.201013461854,40741.09297778027,58553.42795606125,69817.14860008744,68854.91533176467,60740.05250866374
788,51701.50616340103,52518.73515740465,54022.33339224538,50418.477156673005,56201.54220793383,61616.23743734088
789,64159.50996065716,54556.09758975234,39936.640162034775,41884.147531899274,57271.645338810325,51877.04652800904
790,54797.689865048305,57083.105655194275,46564.41190965545,52893.41116825521,75527.95223506204,56476.355864742654
791,45111.03137570587,50179.054546759566,50908.960481732174,43253.517155630616,42856.9258767799,61297.84651217562
792,54623.592472093624,58020.78203565768,51280.08489137753,54397.09852940178,51174.899046489445,54676.33766301428
793,42804.091092833754,61524.46316338218,53784.50390525105,41771.971291532536,51992.35829085598,35712.60482163938
794,33963.98590596866,73222.70718900368,54403.060513495504,55583.645215042896,61057.34301577423,85557.1234961575
795,70472.13074108076,51066.42532060174,52947.56081525081,73958.08122977067,63269.13099533728,55635.576790533894
796,51566.26597853164,59551.75280333424,41409.87360710272,40142.216384412204,59536.90222891442,58219.3471985448
797,53137.83218399676,61880.58726801044,53500.8704846922,41652.94439041459,38388.55420247014,54391.346244882145
798,51240.932239109236,53622.739496528906,68343.25220594596,45327.54280311228,52966.68189072413,64240.237658898266
799,55337.54017570004,69132.99054465537,50989.92422781056,39971.215423010755,36040.05592405317,45891.321507912115
800,45421.33881265186,57620.613166759176,17224.3409784859,28378.57560723007,63305.43707239814,61943.9022852824
801,44440.89252820995,47851.08826283361,64566.72036198688,49911.98836788487,45413.38622227095,49053.05723209528
802,71834.4463227882,47858.608512557395,43457.84036490728,38874.82092014262,46522.81034927425,68138.20209980546
803,36169.364206640734,31394.059127988035,42406.15090382177,32328.363555639524,60264.40211196394,62694.93411289971
804,61743.0829259296,51061.74678259625,49297.6718255571,45863.4001327578,53693.23570706694,53966.725611982954
805,54687.103507192674,65279.10361972128,43371.31669368995,47812.72304158758,63995.350715370725,61912.46119747149
806,75355.53308923721,48379.39992804061,50408.99766240416,51765.914173522935,56044.64689798238,46388.72722232605
807,53998.57444470382,59160.16330741781,59395.68454613679,42463.92439294562,51414.27206148245,65176.218548811856
808,59761.33512819309,49282.19129277907,58829.31721165864,57425.16002885803,64079.596033037946,52611.000080711296
809,55960.81753922625,58211.418896275434,37242.17910891502,50137.17647589797,46409.53949671108,50251.7152910667
810,45596.77737838509,57030.3955836155,46959.53516551363,57511.75657656805,56776.433257252575,62755.080194370596
811,42754.72803202655,54873.03395808244,37096.16853610212,64490.89739190765,51420.51168790085,44489.829116291054
812,55083.295468279386,36635.1824897323,60158.8146157523,48875.00910037266,52412.52234648051,53292.376895031695
813,52209.031653494116,53569.608349200054,57085.17535301546,47797.715117655534,47769.72798306427,45622.26436349822
814,37478.24809534205,48474.66127936417,58507.16715272796,37075.16160137502,45395.38317362942,49968.222047409756
815,68480.23966042568,44449.393056302186,48154.29549317857,49103.753251324815,47622.69573859551,62955.31828709593
816,48777.624555631584,56658.65243149856,48400.419841339,37598.826025730355,46791.3581819794,49562.07202304918
817,60999.631703318155,66085.2765628904,41565.018659492765,46388.321557450676,46002.25063679318,49413.69905224718
818,45501.22248947999,54181.02429534537,64790.46511531213,53236.00300396817,59739.268400192144,43575.793820759325
819,39361.653363065074,64297.5431835135,40055.7207674649,59157.549335827156,57246.5713371238,46990.272545653555
820,51974.02865139898,60844.79266179577,40873.773571315076,71347.64330823865,36052.55243253348,70017.10331790525
821,61849.22752972384,41033.93444883429,47943.20586641356,56790.21143866931,55598.27653042106,52297.328828282014
822,33902.617359525015,61695.46850189138,44057.64748332509,50153.9196133134,60213.9333222272,60388.52896740335
823,49722.62789345919,55258.87688849309,50864.233946899694,62027.18139395352,43168.04776425115,58668.760001945135
824,54848.227274820485,60271.97440360784,44040.45988763559,50730.979618293655,40824.24805185599,60724.25900458048
825,43380.86990878434,49650.55328421292,40810.30393528621,47137.27359978204,39798.41906655548,46633.55486488888
826,51095.897437743064,55375.05798182352,38657.93129691231,42593.34928024772,46708.629640780455,49694.37388946742
827,54013.73033053089,63889.11047641111,38506.072191405925,46440.32424914811,57853.481354162395,60930.68949477873
828,38233.853084235656,55197.363450911114,36647.68941051576,34202.34643228112,47050.33875848189,46622.831474254854
829,77160.9644819662,66042.02373022476,59254.96302641825,54308.21681573852,38343.79313579691,81157.29604270379
830,45329.85645250037,64780.56368531003,28706.01075133994,30647.625810840334,42220.096433230734,55393.132498842264
831,38513.263493270555,70793.83063404732,43375.07557218258,52998.641534691626,48820.72285465198,47933.83331999633
832,44040.36638291275,73475.75793945225,34712.87236647093,37117.541509452385,43572.39142180887,54496.69228302424
833,43302.899576022384,63712.789638971066,42436.02922648014,31661.44859423004,24633.603078242766,76323.4298917304
834,65625.48282459033,51794.2730164704,37820.21933825043,59583.42566658856,48240.65157698254,51923.908437898244
835,69773.50352115507,52231.176260014865,22186.478210078243,63939.72202342568,47225.578198538606,78975.97999154775
836,64327.202872936905,59650.276240802996,54900.72225921656,28445.466110180063,40633.033132531076,56193.43868323117
